Stratum	Pixarea	Map	Reference	RefType	Correct
5	0.000768359	0	0	Type0	1
5	0.000769164	0	0	Type0	1
6	0.000640318	1	0	Type0	0
2	0.000427998	0	0	Type0	1
4	0.000454715	0	0	Type0	1
1	0.000741232	0	0	Type0	1
6	0.000765521	1	0	Type0	0
3	0.000753521	0	0	Type0	1
8	0.000684246	1	1	Type2	1
8	0.000661413	1	0	Type0	0
5	0.000768934	0	0	Type0	1
3	0.000758502	0	0	Type0	1
5	0.000768257	0	0	Type0	1
9	0.000448519	1	1	Type2	1
10	0.000649869	1	1	Type2	1
10	0.000769295	1	0	Type0	0
7	0.000454965	1	1	Type2	1
3	0.000752291	0	0	Type0	1
9	0.00062473	1	1	Type2	1
4	0.000511094	0	0	Type0	1
10	0.000612244	1	0	Type0	0
4	0.000439251	0	0	Type0	1
2	0.000414296	0	0	Type0	1
8	0.000760184	1	0	Type0	0
1	0.000737487	0	0	Type0	1
7	0.000379635	1	1	Type2	1
2	0.000364584	0	0	Type0	1
9	0.000457492	1	1	Type2	1
5	0.0007693	0	0	Type0	1
2	0.000416427	0	0	Type0	1
7	0.000569766	1	0	Type0	0
7	0.000491235	1	1	Type2	1
4	0.000648989	0	0	Type0	1
1	0.000761899	0	0	Type0	1
6	0.000751545	1	1	Type2	1
9	0.000486053	1	1	Type2	1
6	0.000714597	1	1	Type3	1
5	0.000754144	0	0	Type0	1
6	0.000766661	1	0	Type0	0
5	0.000594639	0	0	Type0	1
3	0.000748889	0	0	Type0	1
3	0.000728963	0	0	Type0	1
8	0.000652037	1	0	Type0	0
3	0.000738251	0	0	Type0	1
6	0.000651049	0.6	0.7	Type3	0.9
5	0.000647129	0	0	Type0	1
10	0.000580744	1	1	Type3	1
7	0.000324274	1	1	Type3	1
8	0.000768861	1	0	Type0	0
3	0.000622836	0	0	Type0	1
9	0.000301539	1	1	Type3	1
3	0.000735187	0	0	Type0	1
4	0.000647832	0	0	Type0	1
2	0.00039908	0	0	Type0	1
4	0.000664417	0	0	Type0	1
6	0.000640568	1	0	Type0	0
9	0.000497677	1	0	Type0	0
8	0.00076787	1	0	Type0	0
10	0.000645244	1	1	Type3	1
2	0.000420741	0	0	Type0	1
9	0.000496028	1	1	Type3	1
7	0.000383135	1	1	Type3	1
1	0.000759794	0	0	Type0	1
7	0.000489235	1	1	Type3	1
8	0.00073343	1	0	Type0	0
6	0.000745802	1	1	Type3	1
1	0.000753101	0	0	Type0	1
3	0.000710739	0	0	Type0	1
9	0.000397412	1	1	Type3	1
9	0.000468402	1	1	Type3	1
9	0.000388999	1	0	Type0	0
6	0.000708441	1	1	Type3	1
6	0.000768502	1	0	Type0	0
2	0.000486593	0	0	Type0	1
2	0.000461384	0	0	Type0	1
3	0.000766656	0	0	Type0	1
5	0.00076727	0	0	Type0	1
8	0.00075792	1	0	Type0	0
9	0.000633461	1	1	Type3	1
8	0.000766397	1	0	Type0	0
2	0.000399421	0	0	Type0	1
8	0.000704657	1	0	Type0	0
7	0.000354803	1	1	Type3	1
2	0.000426255	0	0	Type0	1
7	0.000330494	1	1	Type3	1
5	0.000768568	0	0	Type0	1
7	0.000398762	1	1	Type3	1
4	0.000517378	0	0	Type0	1
5	0.000707877	0	0	Type0	1
5	0.00076925	0	0	Type0	1
7	0.000373595	1	1	Type3	1
5	0.00070889	0	0	Type0	1
9	0.000626636	1	0	Type0	0
5	0.00076924	0	0	Type0	1
1	0.000767243	0	0	Type0	1
3	0.000749247	0	0	Type0	1
9	0.000527896	1	1	Type3	1
6	0.000769181	1	0	Type0	0
4	0.000543344	0	0	Type0	1
10	0.000765353	1	0	Type0	0
4	0.000536042	0	0	Type0	1
1	0.000688382	0	0	Type0	1
9	0.00033983	1	1	Type3	1
5	0.000765957	0	0	Type0	1
4	0.000667264	0	0	Type0	1
1	0.000764768	0	0	Type0	1
3	0.000768137	0	0	Type0	1
6	0.000760492	1	0	Type0	0
10	0.000768721	1	1	Type3	1
10	0.000768041	1	0	Type0	0
10	0.000768666	1	1	Type3	1
3	0.000722051	0	0	Type0	1
9	0.000470039	1	1	Type3	1
5	0.000768352	0	0	Type0	1
6	0.000767793	1	0	Type0	0
5	0.00076576	0	0	Type0	1
1	0.000764436	0	0	Type0	1
7	0.000362208	1	1	Type3	1
4	0.000538564	0	0	Type0	1
8	0.000768827	1	1	Type3	1
3	0.00073172	0	0	Type0	1
4	0.000649483	0	0	Type0	1
1	0.000769237	0	0	Type0	1
6	0.00070612	1	1	Type3	1
3	0.000768143	0	0	Type0	1
1	0.00076653	0	0	Type0	1
4	0.000494387	0	0	Type0	1
4	0.0005579	0	0	Type0	1
2	0.000305179	0	0	Type0	1
7	0.000301446	1	1	Type3	1
4	0.000526487	0	0	Type0	1
4	0.000445976	0	0	Type0	1
2	0.000364593	0	0	Type0	1
7	0.000495307	1	0	Type0	0
6	0.000768329	1	0	Type0	0
9	0.0003983	1	1	Type3	1
7	0.000474187	1	1	Type3	1
7	0.000473492	1	0	Type0	0
7	0.00031382	1	1	Type3	1
3	0.000757042	0	0	Type0	1
5	0.0005736	0	0	Type0	1
3	0.000730928	0	0	Type0	1
2	0.000399444	0	0	Type0	1
3	0.000765437	0	0	Type0	1
2	0.000499844	0	0	Type0	1
4	0.000633466	0	0	Type0	1
8	0.000632494	1	0	Type0	0
3	0.000756352	0	0	Type0	1
2	0.000491742	0	0	Type0	1
5	0.000768849	0	0	Type0	1
5	0.000755239	0	0	Type0	1
2	0.00042361	0	0	Type0	1
4	0.000626892	0	0	Type0	1
2	0.000372737	0	0	Type0	1
5	0.000707643	0	0	Type0	1
4	0.000522107	0	0	Type0	1
9	0.000483075	1	1	Type3	1
4	0.000493027	0	0	Type0	1
6	0.000645905	1	1	Type3	1
2	0.000377401	0	0	Type0	1
5	0.000693909	0	0	Type0	1
3	0.000684388	0	0	Type0	1
7	0.000339712	1	1	Type3	1
8	0.000757072	1	0	Type0	0
2	0.000388188	0	0	Type0	1
10	0.000686112	1	0	Type0	0
3	0.000740472	0	0	Type0	1
7	0.000409104	1	1	Type3	1
8	0.000727347	1	1	Type3	1
1	0.00072611	0	0	Type0	1
4	0.000652476	0	0	Type0	1
4	0.000399972	0	0	Type0	1
8	0.000756612	1	1	Type3	1
5	0.000752339	0	0	Type0	1
10	0.000688348	1	0	Type0	0
1	0.000756605	0	0	Type0	1
9	0.00036366	1	1	Type3	1
4	0.000579457	0	0	Type0	1
5	0.00076077	0	0	Type0	1
5	0.000746822	0	0	Type0	1
6	0.000768999	1	0	Type0	0
3	0.000714793	0	0	Type0	1
1	0.000769298	0	0	Type0	1
7	0.000393755	1	1	Type3	1
5	0.000684054	0	0	Type0	1
7	0.000386643	1	1	Type3	1
10	0.000763379	1	0	Type0	0
7	0.000491071	1	1	Type3	1
7	0.000579104	1	0	Type0	0
3	0.000682904	0	0	Type0	1
3	0.000767764	0	0	Type0	1
2	0.000361336	0	0	Type0	1
10	0.000665091	1	1	Type3	1
10	0.000655177	1	1	Type3	1
5	0.000769117	0	0	Type0	1
8	0.0007664	1	0	Type0	0
3	0.00074743	0	0	Type0	1
6	0.000769247	1	1	Type3	1
4	0.000651404	0	0	Type0	1
7	0.000303063	1	1	Type3	1
7	0.000319799	1	1	Type3	1
3	0.000760137	0	0	Type0	1
10	0.000627643	1	1	Type3	1
1	0.00073562	0	0	Type0	1
5	0.000768834	0	0	Type0	1
3	0.000769118	0	0	Type0	1
2	0.000565375	0	0	Type0	1
6	0.00076394	1	0	Type0	0
8	0.000726959	1	1	Type3	1
10	0.000687385	1	0	Type0	0
7	0.000382821	1	1	Type3	1
9	0.000566241	1	1	Type3	1
1	0.000768284	0	0	Type0	1
10	0.00062713	1	1	Type3	1
4	0.000631492	0	0	Type0	1
5	0.000737612	0	0	Type0	1
3	0.000765004	0	0	Type0	1
8	0.00076898	1	0	Type0	0
1	0.000767047	0	0	Type0	1
5	0.000756555	0	0	Type0	1
5	0.000768513	0	0	Type0	1
5	0.00069751	0	0	Type0	1
9	0.000304367	1	1	Type3	1
8	0.000743169	1	1	Type3	1
5	0.000707892	0	0	Type0	1
8	0.000709011	1	0	Type0	0
5	0.000717688	0	0	Type0	1
4	0.000540969	0	0	Type0	1
3	0.000765569	0	0	Type0	1
10	0.000754675	1	0	Type0	0
1	0.000766073	0	0	Type0	1
3	0.000760859	0	0	Type0	1
10	0.000648262	1	1	Type3	1
3	0.000730402	0	0	Type0	1
6	0.000641039	1	1	Type3	1
5	0.000769119	0	0	Type0	1
3	0.00073786	0	0	Type0	1
5	0.000767253	0	0	Type0	1
1	0.000765046	0	0	Type0	1
5	0.000690238	0	0	Type0	1
1	0.000639562	0	0	Type0	1
2	0.000353479	0	0	Type0	1
3	0.000760371	0	0	Type0	1
7	0.000508861	1	1	Type3	1
5	0.000754544	0	0	Type0	1
4	0.000645633	0	0	Type0	1
3	0.000757877	0	0	Type0	1
9	0.000488073	1	1	Type3	1
2	0.000353464	0	0	Type0	1
6	0.000726316	1	0	Type0	0
2	0.000359143	0	0	Type0	1
3	0.000759573	0	0	Type0	1
4	0.000642971	0	0	Type0	1
7	0.000460888	1	1	Type3	1
2	0.000570703	0	0	Type0	1
3	0.000751445	0	0	Type0	1
6	0.0006465	1	1	Type3	1
3	0.00075154	0	0	Type0	1
3	0.000758832	0	0	Type0	1
4	0.000464928	0	0	Type0	1
7	0.000318976	1	0	Type0	0
3	0.000749	0	0	Type0	1
2	0.000561541	0	0	Type0	1
3	0.000709336	0	0	Type0	1
6	0.000763474	1	0	Type0	0
1	0.000759013	0	0	Type0	1
8	0.00074957	1	1	Type3	1
6	0.000728811	1	1	Type3	1
6	0.000741448	1	0	Type0	0
6	0.000640705	1	0	Type0	0
10	0.000766691	1	0	Type0	0
1	0.000760052	0	0	Type0	1
3	0.000769249	0	0	Type0	1
4	0.000488733	0	0	Type0	1
7	0.000429304	1	1	Type3	1
1	0.000769259	0	0	Type0	1
6	0.000622766	1	1	Type3	1
10	0.000639571	1	1	Type3	1
5	0.000704446	0	0	Type0	1
3	0.0007677	0	0	Type0	1
3	0.000765692	0	0	Type0	1
9	0.000407244	1	1	Type3	1
9	0.000365596	1	1	Type3	1
10	0.000769274	1	1	Type3	1
5	0.00076931	0	0	Type0	1
7	0.000347144	1	1	Type3	1
1	0.000758971	0	0	Type0	1
3	0.000766766	0	1	Type3	0
1	0.000769282	0	0	Type0	1
6	0.000720912	1	0	Type0	0
3	0.000706389	0	0	Type0	1
4	0.000471863	0	0	Type0	1
1	0.000765103	0	0	Type0	1
4	0.000535481	0	0	Type0	1
7	0.000351542	1	1	Type3	1
3	0.000759445	0	0	Type0	1
2	0.000413971	0	0	Type0	1
7	0.000378344	1	0	Type0	0
10	0.000646425	1	1	Type3	1
4	0.000640555	0	0	Type0	1
7	0.000447719	1	1	Type3	1
3	0.000713116	0	0	Type0	1
10	0.00076835	1	0	Type0	0
1	0.000765247	0	0	Type0	1
1	0.000730518	0	0	Type0	1
10	0.000626549	1	1	Type3	1
1	0.000727302	0	0	Type0	1
5	0.000747574	0	0	Type0	1
4	0.000644341	0	0	Type0	1
9	0.000426162	1	1	Type3	1
5	0.000733471	0	0	Type0	1
8	0.000768662	1	0	Type0	0
10	0.000768108	1	1	Type3	1
9	0.000424278	1	1	Type3	1
10	0.000767962	1	0	Type0	0
6	0.00070877	1	0	Type0	0
3	0.000769315	0	0	Type0	1
3	0.000767105	0	0	Type0	1
5	0.000769316	0	0	Type0	1
10	0.000650844	1	1	Type3	1
3	0.000731962	0	0	Type0	1
6	0.000636205	1	0	Type0	0
2	0.000380655	0	0	Type0	1
10	0.000768154	1	0	Type0	0
6	0.000618186	1	1	Type3	1
2	0.000580569	0	0	Type0	1
5	0.000761774	0	0	Type0	1
4	0.000445038	0	0	Type0	1
10	0.000768998	1	1	Type3	1
2	0.000474129	0	0	Type0	1
2	0.000487877	0	0	Type0	1
7	0.000461444	1	1	Type3	1
7	0.000355377	1	1	Type3	1
8	0.000749051	1	1	Type3	1
9	0.000600848	1	1	Type3	1
10	0.000769291	1	0	Type0	0
10	0.000650825	1	1	Type3	1
7	0.000355347	1	1	Type3	1
3	0.00075667	0	0	Type0	1
2	0.00056713	0	0	Type0	1
6	0.00075948	1	1	Type3	1
6	0.000637856	1	0	Type0	0
4	0.000658709	0	0	Type0	1
3	0.000769267	0	0	Type0	1
3	0.000753241	0	0	Type0	1
6	0.000768816	1	0	Type0	0
5	0.000760465	0	0	Type0	1
6	0.000746636	1	0	Type0	0
3	0.000742483	0	0	Type0	1
1	0.000768963	0	0	Type0	1
3	0.000769276	0	0	Type0	1
7	0.000395895	1	1	Type3	1
3	0.000710429	0	0	Type0	1
1	0.000747236	0	0	Type0	1
1	0.000747138	0	0	Type0	1
4	0.00044861	0	0	Type0	1
7	0.000356264	1	1	Type3	1
4	0.000499345	0	0	Type0	1
2	0.000402534	0	0	Type0	1
6	0.000749923	1	1	Type3	1
10	0.000769051	1	1	Type3	1
2	0.00047018	0	0	Type0	1
10	0.00076905	1	0	Type0	0
7	0.000371903	1	1	Type3	1
8	0.000740298	1	1	Type3	1
3	0.00072605	0	0	Type0	1
8	0.000731596	1	1	Type3	1
6	0.000716886	1	1	Type3	1
5	0.000769266	0	0	Type0	1
3	0.00072198	0	0	Type0	1
4	0.000668121	0	0	Type0	1
1	0.000767798	0	0	Type0	1
1	0.000746681	0	0	Type0	1
3	0.000733832	0	0	Type0	1
3	0.000725563	0	0	Type0	1
7	0.000372876	1	1	Type3	1
8	0.000768515	1	1	Type3	1
4	0.000610872	0	0	Type0	1
6	0.000724976	1	1	Type3	1
6	0.000726068	1	1	Type3	1
3	0.000769309	0	0	Type0	1
6	0.000638748	1	1	Type3	1
1	0.000766013	0	0	Type0	1
5	0.000691726	0	0	Type0	1
1	0.000765166	0	1	Type3	0
2	0.000593066	0	0	Type0	1
9	0.000477905	1	1	Type3	1
8	0.000756999	1	1	Type3	1
8	0.000735132	1	0	Type0	0
5	0.000724638	0	0	Type0	1
2	0.000349563	0	0	Type0	1
3	0.000748533	0	0	Type0	1
1	0.000687183	0	0	Type0	1
5	0.000769201	0	0	Type0	1
5	0.000746588	0	0	Type0	1
4	0.000666252	0	0	Type0	1
1	0.000769222	0	0	Type0	1
7	0.000395429	1	1	Type3	1
1	0.000766095	0	0	Type0	1
1	0.000765816	0	0	Type0	1
6	0.000640005	1	0	Type0	0
3	0.00072729	0	0	Type0	1
3	0.000748054	0	0	Type0	1
1	0.000769316	0	0	Type0	1
9	0.000374325	1	1	Type3	1
9	0.000410944	1	1	Type3	1
7	0.000386544	0.9	1	Type3	0.9
5	0.00076845	0	0	Type0	1
1	0.000768864	0	0	Type0	1
3	0.000765317	0	0	Type0	1
1	0.000764644	0	0	Type0	1
8	0.000769036	1	0	Type0	0
3	0.000705484	0	0	Type0	1
8	0.000755403	1	1	Type3	1
3	0.000767938	0	0	Type0	1
9	0.000332211	1	1	Type3	1
3	0.000766563	0	0	Type0	1
5	0.000769297	0	0	Type0	1
2	0.000346001	0	0	Type0	1
8	0.000755275	1	1	Type3	1
7	0.000348725	1	1	Type3	1
3	0.000737107	0	0	Type0	1
6	0.000713694	1	1	Type3	1
4	0.000619525	0	0	Type0	1
7	0.000516382	1	0	Type0	0
1	0.000769294	0	0	Type0	1
10	0.000768518	1	1	Type3	1
9	0.000302319	1	1	Type3	1
5	0.00076772	0	0	Type0	1
8	0.00071912	1	1	Type3	1
1	0.000768737	0	0	Type0	1
6	0.000765893	1	0	Type0	0
2	0.000412431	0	0	Type0	1
3	0.000722855	0	0	Type0	1
10	0.00061242	1	1	Type3	1
5	0.000768239	0	0	Type0	1
7	0.000456757	1	0	Type0	0
1	0.000766001	0	0	Type0	1
9	0.000480415	1	1	Type3	1
9	0.000346011	1	1	Type3	1
9	0.000468984	1	1	Type3	1
6	0.000639747	0.7	0.8	Type3	0.9
9	0.000296825	1	0	Type0	0
1	0.000753239	0	0	Type0	1
5	0.00073974	0	0	Type0	1
5	0.000768534	0	0	Type0	1
6	0.00063828	1	1	Type3	1
5	0.000768975	0	0	Type0	1
7	0.000448196	1	1	Type3	1
5	0.000769258	0	0	Type0	1
9	0.00064032	1	1	Type3	1
3	0.000689259	0	0	Type0	1
5	0.000767084	0	0	Type0	1
8	0.000768142	1	0	Type0	0
7	0.000453852	1	1	Type3	1
3	0.000737047	0	0	Type0	1
9	0.000424773	1	1	Type3	1
1	0.000766043	0	0	Type0	1
4	0.00066637	0	0	Type0	1
8	0.000725432	1	1	Type3	1
7	0.000345291	1	1	Type3	1
4	0.000644491	0	0	Type0	1
1	0.000750098	0	0	Type0	1
9	0.000417916	1	1	Type3	1
8	0.000769172	1	1	Type3	1
5	0.000699718	0	0	Type0	1
7	0.000582002	1	0	Type0	0
9	0.00042918	1	1	Type3	1
3	0.000684416	0	0	Type0	1
1	0.000766582	0	0	Type0	1
7	0.000467546	1	1	Type3	1
10	0.000767865	1	0	Type0	0
4	0.000653087	0	0	Type0	1
3	0.0007526	0	0	Type0	1
9	0.00032152	1	1	Type3	1
5	0.000669217	0	0	Type0	1
5	0.000699116	0	0	Type0	1
4	0.000490957	0	0	Type0	1
2	0.000553484	0	0	Type0	1
9	0.00050726	1	1	Type3	1
3	0.000749889	0	0	Type0	1
6	0.000719866	1	1	Type3	1
4	0.000446756	0	0	Type0	1
3	0.000670594	0	0	Type0	1
5	0.000769235	0	0	Type0	1
9	0.000418457	1	1	Type3	1
8	0.000682494	1	0	Type0	0
